<!DOCTYPE html>,GoalWeek,season_x
</li>,3,2024_25
"<li class=""mx-2"">",3,2024_25
"<a data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to privacy&quot;,&quot;label&quot;:&quot;text:privacy&quot;}"" href=""https://docs.github.com/site-policy/privacy-policies/github-privacy-statement"" data-view-component=""true"" class=""Link--secondary Link"">Privacy</a>",3,2024_25
</li>,3,2024_25
"<li class=""mx-2"">",3,2024_25
"<a data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to security&quot;,&quot;label&quot;:&quot;text:security&quot;}"" href=""https://github.com/security"" data-view-component=""true"" class=""Link--secondary Link"">Security</a>",3,2024_25
</li>,3,2024_25
"<li class=""mx-2"">",3,2024_25
"<a data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to status&quot;,&quot;label&quot;:&quot;text:status&quot;}"" href=""https://www.githubstatus.com/"" data-view-component=""true"" class=""Link--secondary Link"">Status</a>",3,2024_25
</li>,3,2024_25
"<li class=""mx-2"">",3,2024_25
"<a data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to docs&quot;,&quot;label&quot;:&quot;text:docs&quot;}"" href=""https://docs.github.com/"" data-view-component=""true"" class=""Link--secondary Link"">Docs</a>",3,2024_25
</li>,3,2024_25
"<li class=""mx-2"">",3,2024_25
"<a data-analytics-event=""{&quot;category&quot;:&quot;Footer&quot;,&quot;action&quot;:&quot;go to contact&quot;,&quot;label&quot;:&quot;text:contact&quot;}"" href=""https://support.github.com?tags=dotcom-footer"" data-view-component=""true"" class=""Link--secondary Link"">Contact</a>",3,2024_25
</li>,3,2024_25
"<li class=""mr-3"" >",3,2024_25
<cookie-consent-link>,3,2024_25
<button,3,2024_25
"type=""button""",3,2024_25
"class=""Link--secondary underline-on-hover border-0 p-0 color-bg-transparent""",3,2024_25
"data-action=""click:cookie-consent-link#showConsentManagement""",3,2024_25
"data-analytics-event=""{&quot;location&quot;:&quot;footer&quot;,&quot;action&quot;:&quot;cookies&quot;,&quot;context&quot;:&quot;subfooter&quot;,&quot;tag&quot;:&quot;link&quot;,&quot;label&quot;:&quot;cookies_link_subfooter_footer&quot;}""",3,2024_25
>,3,2024_25
Manage cookies,3,2024_25
</button>,3,2024_25
</cookie-consent-link>,3,2024_25
</li>,3,2024_25
"<li class=""mr-3"">",3,2024_25
<cookie-consent-link>,3,2024_25
<button,3,2024_25
"type=""button""",3,2024_25
"class=""Link--secondary underline-on-hover border-0 p-0 color-bg-transparent""",3,2024_25
"data-action=""click:cookie-consent-link#showConsentManagement""",3,2024_25
"data-analytics-event=""{&quot;location&quot;:&quot;footer&quot;,&quot;action&quot;:&quot;dont_share_info&quot;,&quot;context&quot;:&quot;subfooter&quot;,&quot;tag&quot;:&quot;link&quot;,&quot;label&quot;:&quot;dont_share_info_link_subfooter_footer&quot;}""",3,2024_25
>,3,2024_25
Do not share my personal information,3,2024_25
</button>,3,2024_25
</cookie-consent-link>,3,2024_25
</li>,3,2024_25
</ul>,3,2024_25
</nav>,3,2024_25
</div>,3,2024_25
</footer>,3,2024_25
"<ghcc-consent id=""ghcc"" class=""position-fixed bottom-0 left-0"" style=""z-index: 999999"" data-initial-cookie-consent-allowed="""" data-cookie-consent-required=""false""></ghcc-consent>",3,2024_25
"<div id=""ajax-error-message"" class=""ajax-error-message flash flash-error"" hidden>",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-alert"">",3,2024_25
"<path d=""M6.457 1.047c.659-1.234 2.427-1.234 3.086 0l6.082 11.378A1.75 1.75 0 0 1 14.082 15H1.918a1.75 1.75 0 0 1-1.543-2.575Zm1.763.707a.25.25 0 0 0-.44 0L1.698 13.132a.25.25 0 0 0 .22.368h12.164a.25.25 0 0 0 .22-.368Zm.53 3.996v2.5a.75.75 0 0 1-1.5 0v-2.5a.75.75 0 0 1 1.5 0ZM9 11a1 1 0 1 1-2 0 1 1 0 0 1 2 0Z""></path>",3,2024_25
</svg>,3,2024_25
"<button type=""button"" class=""flash-close js-ajax-error-dismiss"" aria-label=""Dismiss error"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x"">",3,2024_25
"<path d=""M3.72 3.72a.75.75 0 0 1 1.06 0L8 6.94l3.22-3.22a.749.749 0 0 1 1.275.326.749.749 0 0 1-.215.734L9.06 8l3.22 3.22a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215L8 9.06l-3.22 3.22a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042L6.94 8 3.72 4.78a.75.75 0 0 1 0-1.06Z""></path>",3,2024_25
</svg>,3,2024_25
</button>,3,2024_25
You can’t perform that action at this time.,3,2024_25
</div>,3,2024_25
"<template id=""site-details-dialog"">",3,2024_25
"<details class=""details-reset details-overlay details-overlay-dark lh-default color-fg-default hx_rsm"" open>",3,2024_25
"<summary role=""button"" aria-label=""Close dialog""></summary>",3,2024_25
"<details-dialog class=""Box Box--overlay d-flex flex-column anim-fade-in fast hx_rsm-dialog hx_rsm-modal"">",3,2024_25
"<button class=""Box-btn-octicon m-0 btn-octicon position-absolute right-0 top-0"" type=""button"" aria-label=""Close dialog"" data-close-dialog>",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x"">",3,2024_25
"<path d=""M3.72 3.72a.75.75 0 0 1 1.06 0L8 6.94l3.22-3.22a.749.749 0 0 1 1.275.326.749.749 0 0 1-.215.734L9.06 8l3.22 3.22a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215L8 9.06l-3.22 3.22a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042L6.94 8 3.72 4.78a.75.75 0 0 1 0-1.06Z""></path>",3,2024_25
</svg>,3,2024_25
</button>,3,2024_25
"<div class=""octocat-spinner my-6 js-details-dialog-spinner""></div>",3,2024_25
</details-dialog>,3,2024_25
</details>,3,2024_25
</template>,3,2024_25
"<div class=""Popover js-hovercard-content position-absolute"" style=""display: none; outline: none;"">",3,2024_25
"<div class=""Popover-message Popover-message--bottom-left Popover-message--large Box color-shadow-large"" style=""width:360px;"">",3,2024_25
</div>,3,2024_25
</div>,3,2024_25
"<template id=""snippet-clipboard-copy-button"">",3,2024_25
"<div class=""zeroclipboard-container position-absolute right-0 top-0"">",3,2024_25
"<clipboard-copy aria-label=""Copy"" class=""ClipboardButton btn js-clipboard-copy m-2 p-0"" data-copy-feedback=""Copied!"" data-tooltip-direction=""w"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-copy js-clipboard-copy-icon m-2"">",3,2024_25
"<path d=""M0 6.75C0 5.784.784 5 1.75 5h1.5a.75.75 0 0 1 0 1.5h-1.5a.25.25 0 0 0-.25.25v7.5c0 .138.112.25.25.25h7.5a.25.25 0 0 0 .25-.25v-1.5a.75.75 0 0 1 1.5 0v1.5A1.75 1.75 0 0 1 9.25 16h-7.5A1.75 1.75 0 0 1 0 14.25Z""></path><path d=""M5 1.75C5 .784 5.784 0 6.75 0h7.5C15.216 0 16 .784 16 1.75v7.5A1.75 1.75 0 0 1 14.25 11h-7.5A1.75 1.75 0 0 1 5 9.25Zm1.75-.25a.25.25 0 0 0-.25.25v7.5c0 .138.112.25.25.25h7.5a.25.25 0 0 0 .25-.25v-7.5a.25.25 0 0 0-.25-.25Z""></path>",3,2024_25
</svg>,3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-check js-clipboard-check-icon color-fg-success d-none m-2"">",3,2024_25
"<path d=""M13.78 4.22a.75.75 0 0 1 0 1.06l-7.25 7.25a.75.75 0 0 1-1.06 0L2.22 9.28a.751.751 0 0 1 .018-1.042.751.751 0 0 1 1.042-.018L6 10.94l6.72-6.72a.75.75 0 0 1 1.06 0Z""></path>",3,2024_25
</svg>,3,2024_25
</clipboard-copy>,3,2024_25
</div>,3,2024_25
</template>,3,2024_25
"<template id=""snippet-clipboard-copy-button-unpositioned"">",3,2024_25
"<div class=""zeroclipboard-container"">",3,2024_25
"<clipboard-copy aria-label=""Copy"" class=""ClipboardButton btn btn-invisible js-clipboard-copy m-2 p-0 d-flex flex-justify-center flex-items-center"" data-copy-feedback=""Copied!"" data-tooltip-direction=""w"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-copy js-clipboard-copy-icon"">",3,2024_25
"<path d=""M0 6.75C0 5.784.784 5 1.75 5h1.5a.75.75 0 0 1 0 1.5h-1.5a.25.25 0 0 0-.25.25v7.5c0 .138.112.25.25.25h7.5a.25.25 0 0 0 .25-.25v-1.5a.75.75 0 0 1 1.5 0v1.5A1.75 1.75 0 0 1 9.25 16h-7.5A1.75 1.75 0 0 1 0 14.25Z""></path><path d=""M5 1.75C5 .784 5.784 0 6.75 0h7.5C15.216 0 16 .784 16 1.75v7.5A1.75 1.75 0 0 1 14.25 11h-7.5A1.75 1.75 0 0 1 5 9.25Zm1.75-.25a.25.25 0 0 0-.25.25v7.5c0 .138.112.25.25.25h7.5a.25.25 0 0 0 .25-.25v-7.5a.25.25 0 0 0-.25-.25Z""></path>",3,2024_25
</svg>,3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-check js-clipboard-check-icon color-fg-success d-none"">",3,2024_25
"<path d=""M13.78 4.22a.75.75 0 0 1 0 1.06l-7.25 7.25a.75.75 0 0 1-1.06 0L2.22 9.28a.751.751 0 0 1 .018-1.042.751.751 0 0 1 1.042-.018L6 10.94l6.72-6.72a.75.75 0 0 1 1.06 0Z""></path>",3,2024_25
</svg>,3,2024_25
</clipboard-copy>,3,2024_25
</div>,3,2024_25
</template>,3,2024_25
</div>,3,2024_25
"<div id=""js-global-screen-reader-notice"" class=""sr-only mt-n1"" aria-live=""polite"" aria-atomic=""true"" ></div>",3,2024_25
"<div id=""js-global-screen-reader-notice-assertive"" class=""sr-only mt-n1"" aria-live=""assertive"" aria-atomic=""true""></div>",3,2024_25
</body>,3,2024_25
</html>,3,2024_25
